head	relation	tail
A5058891684	AUTHORED	W4386136032
A5090727579	AUTHORED	W4386136032
A5068231975	AUTHORED	W4386136032
A5071524422	AUTHORED	W4386136032
A5071524422	AUTHORED	W2889056793
A5044704994	AUTHORED	W4386136032
A5074076952	AUTHORED	W4386136032
A5018612168	AUTHORED	W4386136032
A5067076733	AUTHORED	W4386136032
A5076174987	AUTHORED	W4386136032
A5036724917	AUTHORED	W4386136032
A5061558760	AUTHORED	W4386136032
A5041992701	AUTHORED	W4386136032
A5055912056	AUTHORED	W4386136032
A5002692025	AUTHORED	W4386136032
A5084517393	AUTHORED	W4386136032
A5059416962	AUTHORED	W4386136032
A5055539519	AUTHORED	W4386136032
A5024610751	AUTHORED	W4386136032
A5102706162	AUTHORED	W4386136032
A5022520248	AUTHORED	W4386136032
A5112241065	AUTHORED	W4386136032
A5043325974	AUTHORED	W4386136032
A5011330601	AUTHORED	W4386136032
A5005269467	AUTHORED	W4386136032
A5100646726	AUTHORED	W4386136032
A5041816488	AUTHORED	W4386136032
A5068989949	AUTHORED	W4386136032
A5092031728	AUTHORED	W4386136032
A5056379831	AUTHORED	W4386136032
A5055686105	AUTHORED	W4386136032
A5007282319	AUTHORED	W4386136032
A5018129441	AUTHORED	W4386136032
W3088756614	AFFILIATED_WITH	I57206974
W3088756614	HAS_CONCEPT	C169760540
W3088756614	HAS_CONCEPT	C183836922
W3088756614	HAS_CONCEPT	C2778329153
W3088756614	CITES	W2043468320
W3088756614	CITES	W2390658700
W3088756614	CITES	W2577677077
W3088756614	CITES	W2579604288
W3088756614	CITES	W2343813323
W3088756614	CITES	W2949245082
W3088756614	CITES	W2035774707
W3088756614	CITES	W2067840211
W3088756614	CITES	W1513396290
W3088756614	CITES	W1863554980
W3088756614	CITES	W1894307146
W3088756614	CITES	W1952887313
W3088756614	CITES	W1965957105
W3088756614	CITES	W1966647250
W3088756614	CITES	W1973794735
W3088756614	CITES	W1975476104
W3088756614	CITES	W1980452424
W3088756614	CITES	W1983831210
W3088756614	CITES	W1985569370
W3088756614	CITES	W1995177659
W3088756614	CITES	W1995753508
W3088756614	CITES	W1997369378
W3088756614	CITES	W1999028759
W3088756614	CITES	W2013377646
W3088756614	CITES	W2015113576
W3088756614	CITES	W2017764061
W3088756614	CITES	W2030192664
W3088756614	CITES	W2031313254
W3088756614	CITES	W2045436209
W3088756614	CITES	W2047413480
W3088756614	CITES	W2049578043
W3088756614	CITES	W2059879249
W3088756614	CITES	W2076245970
W3088756614	CITES	W2076657715
W3088756614	CITES	W2080351494
W3088756614	CITES	W2081548183
W3088756614	CITES	W2086458704
W3088756614	CITES	W2088321899
W3088756614	CITES	W2094455233
W3088756614	CITES	W2103566565
W3088756614	CITES	W2120192703
W3088756614	CITES	W2122022984
W3088756614	CITES	W2138032667
W3088756614	CITES	W2141160609
W3088756614	CITES	W2146047911
W3088756614	CITES	W2159190141
W3088756614	CITES	W2161849272
W3088756614	CITES	W2164366030
W3088756614	CITES	W2165277324
W3088756614	CITES	W2165375176
W3088756614	CITES	W2171903257
W3088756614	CITES	W2219175957
W3088756614	CITES	W2301435817
W3088756614	CITES	W2395848750
W3088756614	CITES	W2727355268
W3088756614	CITES	W2730853105
W3088756614	CITES	W2754015035
W3088756614	CITES	W2754072850
W3088756614	CITES	W2779003401
W3088756614	CITES	W2883423584
W3088756614	CITES	W2921286344
W3088756614	CITES	W2971040401
W3088756614	CITES	W3002658156
W3088756614	CITES	W7073913265
A5006721092	AUTHORED	W3088756614
A5111747395	AUTHORED	W3088756614
A5035833814	AUTHORED	W3088756614
A5100318110	AUTHORED	W3088756614
A5070497520	AUTHORED	W3088756614
A5087763584	AUTHORED	W3088756614
A5046150737	AUTHORED	W3088756614
A5022988888	AUTHORED	W3088756614
W3034946821	AFFILIATED_WITH	I57206974
W3034946821	HAS_CONCEPT	C77805123
W3034946821	HAS_CONCEPT	C65414064
W3034946821	HAS_CONCEPT	C2779231336
W3034946821	CITES	W2752099845
W3034946821	CITES	W1887964395
W3034946821	CITES	W2800068874
W3034946821	CITES	W2088640816
W3034946821	CITES	W2141846678
W3034946821	CITES	W4242883546
W3034946821	CITES	W1790202905
W3034946821	CITES	W4301461015
W3034946821	CITES	W184356480
W3034946821	CITES	W1481908410
W3034946821	CITES	W1507764937
W3034946821	CITES	W1510982323
W3034946821	CITES	W1755838354
W3034946821	CITES	W1932534887
W3034946821	CITES	W1941909423
W3034946821	CITES	W1968577530
W3034946821	CITES	W2018832113
W3034946821	CITES	W2022463977
W3034946821	CITES	W2044170634
W3034946821	CITES	W2087356051
W3034946821	CITES	W2112000809
W3034946821	CITES	W2127075542
W3034946821	CITES	W2147694558
W3034946821	CITES	W2147706894
W3034946821	CITES	W2152025661
W3034946821	CITES	W2152577086
W3034946821	CITES	W2153403719
W3034946821	CITES	W2157054559
W3034946821	CITES	W2159536829
W3034946821	CITES	W2166823027
W3034946821	CITES	W2282269781
W3034946821	CITES	W2291712559
W3034946821	CITES	W2329733091
W3034946821	CITES	W2472654743
W3034946821	CITES	W2572205208
W3034946821	CITES	W2668674211
W3034946821	CITES	W2737220027
W3034946821	CITES	W2767259161
W3034946821	CITES	W2777677018
W3034946821	CITES	W2798305069
W3034946821	CITES	W2801318856
W3034946821	CITES	W2808575263
W3034946821	CITES	W2895901034
W3034946821	CITES	W2910023381
W3034946821	CITES	W3014457361
W3034946821	CITES	W3022225886
W3034946821	CITES	W3023856917
W3034946821	CITES	W3123254360
W3034946821	CITES	W3125113674
W3034946821	CITES	W3125633690
W3034946821	CITES	W4232279720
W3034946821	CITES	W4251782820
W3034946821	CITES	W4290960819
W3034946821	CITES	W6638993009
W3034946821	CITES	W6639626223
W3034946821	CITES	W6739790203
W3034946821	CITES	W6743716967
W3034946821	CITES	W6750871744
A5088030600	AUTHORED	W3034946821
A5032905489	AUTHORED	W3034946821
A5017971227	AUTHORED	W3034946821
A5026785933	AUTHORED	W3034946821
A5076902692	AUTHORED	W3034946821
A5015898318	AUTHORED	W3034946821
A5047857923	AUTHORED	W3034946821
A5103470214	AUTHORED	W3034946821
A5078693030	AUTHORED	W3034946821
A5017391940	AUTHORED	W3034946821
A5077469183	AUTHORED	W3034946821
A5086883230	AUTHORED	W3034946821
A5081005965	AUTHORED	W3034946821
A5035029999	AUTHORED	W3034946821
W4306694262	AFFILIATED_WITH	I57206974
W4306694262	HAS_CONCEPT	C71924100
W4306694262	HAS_CONCEPT	C2779741799
W4306694262	HAS_CONCEPT	C138040679
W4306694262	CITES	W1555544733
W4306694262	CITES	W1568693568
W4306694262	CITES	W1940437446
W4306694262	CITES	W1965130194
W4306694262	CITES	W1966996583
W4306694262	CITES	W1977705240
W4306694262	CITES	W1997024763
W4306694262	CITES	W2008830666
W4306694262	CITES	W2018440598
W4306694262	CITES	W2029367212
W4306694262	CITES	W2039234700
W4306694262	CITES	W2048021420
W4306694262	CITES	W2048375526
W4306694262	CITES	W2049433217
W4306694262	CITES	W2057560781
W4306694262	CITES	W2059500777
W4306694262	CITES	W2061430830
W4306694262	CITES	W2073968939
W4306694262	CITES	W2089179848
W4306694262	CITES	W2101531342
W4306694262	CITES	W2104889493
W4306694262	CITES	W2107406508
W4306694262	CITES	W2117248525
W4306694262	CITES	W2119548263
W4306694262	CITES	W2139561869
W4306694262	CITES	W2151230123
W4306694262	CITES	W2157828113
W4306694262	CITES	W2168102662
W4306694262	CITES	W2169501468
W4306694262	CITES	W2193882680
W4306694262	CITES	W2270850827
W4306694262	CITES	W2323556728
W4306694262	CITES	W2331339300
W4306694262	CITES	W2400313609
W4306694262	CITES	W2413115535
W4306694262	CITES	W2538728418
W4306694262	CITES	W2570648330
W4306694262	CITES	W2605365014
W4306694262	CITES	W2907695732
W4306694262	CITES	W2935536457
W4306694262	CITES	W3000306621
W4306694262	CITES	W3095906787
W4306694262	CITES	W3164002438
W4306694262	CITES	W3213089363
W4306694262	CITES	W4200240266
W4306694262	CITES	W4205979110
W4306694262	CITES	W4225470586
W4306694262	CITES	W4250051756
A5034138575	AUTHORED	W4306694262
A5086771280	AUTHORED	W4306694262
A5026287164	AUTHORED	W4306694262
A5088652438	AUTHORED	W4306694262
A5054115710	AUTHORED	W4306694262
A5019860962	AUTHORED	W4306694262
A5067397570	AUTHORED	W4306694262
A5101551006	AUTHORED	W4306694262
A5075881842	AUTHORED	W4306694262
A5048523520	AUTHORED	W4306694262
A5004459684	AUTHORED	W4306694262
A5078076730	AUTHORED	W4306694262
A5047897878	AUTHORED	W4306694262
A5039501314	AUTHORED	W4306694262
A5052787341	AUTHORED	W4306694262
A5083098414	AUTHORED	W4306694262
A5101496338	AUTHORED	W4306694262
A5018871720	AUTHORED	W4306694262
A5063528132	AUTHORED	W4306694262
A5065373099	AUTHORED	W4306694262
A5066687293	AUTHORED	W4306694262
A5034587972	AUTHORED	W4306694262
A5012557863	AUTHORED	W4306694262
A5073577245	AUTHORED	W4306694262
A5077522605	AUTHORED	W4306694262
W2804696428	AFFILIATED_WITH	I57206974
W2804696428	HAS_CONCEPT	C86803240
W2804696428	HAS_CONCEPT	C2779679103
W2804696428	HAS_CONCEPT	C116834253
W2804696428	CITES	W1964895626
W2804696428	CITES	W2108234281
W2804696428	CITES	W2134526812
W2804696428	CITES	W2035618305
W2804696428	CITES	W2131478115
W2804696428	CITES	W2114850508
W2804696428	CITES	W2112562104
W2804696428	CITES	W4256266823
W2804696428	CITES	W2095680943
W2804696428	CITES	W2140729960
W2804696428	CITES	W2156661861
W2804696428	CITES	W1516996958
W2804696428	CITES	W1534435141
W2804696428	CITES	W1567086547
W2804696428	CITES	W1571958186
W2804696428	CITES	W1584560293
W2804696428	CITES	W1601258312
W2804696428	CITES	W1606049883
W2804696428	CITES	W1614347411
W2804696428	CITES	W1789593951
W2804696428	CITES	W1900258425
W2804696428	CITES	W1966250642
W2804696428	CITES	W1969088267
W2804696428	CITES	W1970755891
W2804696428	CITES	W1971284016
W2804696428	CITES	W1983612365
W2804696428	CITES	W1984866643
W2804696428	CITES	W1985679433
W2804696428	CITES	W1990214042
W2804696428	CITES	W1991379214
W2804696428	CITES	W1994624068
W2804696428	CITES	W1999390993
W2804696428	CITES	W2000979049
W2804696428	CITES	W2003217873
W2804696428	CITES	W2003257851
W2804696428	CITES	W2007828844
W2804696428	CITES	W2008555978
W2804696428	CITES	W2013321787
W2804696428	CITES	W2016613831
W2804696428	CITES	W2023178295
W2804696428	CITES	W2023555509
W2804696428	CITES	W2030581432
W2804696428	CITES	W2036897871
W2804696428	CITES	W2042392327
W2804696428	CITES	W2043542109
W2804696428	CITES	W2043854537
W2804696428	CITES	W2045776897
W2804696428	CITES	W2046712075
W2804696428	CITES	W2051964904
W2804696428	CITES	W2064600004
W2804696428	CITES	W2069040308
W2804696428	CITES	W2075939545
W2804696428	CITES	W2076366773
W2804696428	CITES	W2076433909
W2804696428	CITES	W2081288859
W2804696428	CITES	W2084119410
W2804696428	CITES	W2086440427
W2804696428	CITES	W2096688350
W2804696428	CITES	W2098066769
W2804696428	CITES	W2099636105
W2804696428	CITES	W2103434288
W2804696428	CITES	W2105694586
W2804696428	CITES	W2110227151
W2804696428	CITES	W2112879055
W2804696428	CITES	W2115530456
W2804696428	CITES	W2116540187
W2804696428	CITES	W2117875674
W2804696428	CITES	W2119278037
W2804696428	CITES	W2124495107
W2804696428	CITES	W2124859343
W2804696428	CITES	W2125598804
W2804696428	CITES	W2125676688
W2804696428	CITES	W2129195056
W2804696428	CITES	W2129265876
W2804696428	CITES	W2133929311
W2804696428	CITES	W2136286872
W2804696428	CITES	W2137683543
W2804696428	CITES	W2139072451
W2804696428	CITES	W2139511297
W2804696428	CITES	W2144376209
W2804696428	CITES	W2146308594
W2804696428	CITES	W2146940435
W2804696428	CITES	W2147028231
W2804696428	CITES	W2147794131
W2804696428	CITES	W2149142170
W2804696428	CITES	W2152252110
W2804696428	CITES	W2159933659
W2804696428	CITES	W2160758120
W2804696428	CITES	W2163459094
W2804696428	CITES	W2164186781
W2804696428	CITES	W2167144689
W2804696428	CITES	W2167942713
W2804696428	CITES	W2170233132
W2804696428	CITES	W2202117713
W2804696428	CITES	W2289454764
W2804696428	CITES	W2293244428
W2804696428	CITES	W2294418165
W2804696428	CITES	W2295077943
W2804696428	CITES	W2321291840
W2804696428	CITES	W2414872847
W2804696428	CITES	W2522531235
W2804696428	CITES	W2529467471
W2804696428	CITES	W2562339613
W2804696428	CITES	W2767613320
W2804696428	CITES	W2767885537
W2804696428	CITES	W2778993182
W2804696428	CITES	W2780695201
W2804696428	CITES	W2790902235
W2804696428	CITES	W2950430276
W2804696428	CITES	W2950931723
W2804696428	CITES	W2952109315
W2804696428	CITES	W3101788103
W2804696428	CITES	W4240655874
W2804696428	CITES	W4393583945
W2804696428	CITES	W4393789177
A5065476954	AUTHORED	W2804696428
A5076229511	AUTHORED	W2804696428
A5004372835	AUTHORED	W2804696428
W2901165032	AFFILIATED_WITH	I57206974
W2901165032	HAS_CONCEPT	C71924100
W2901165032	HAS_CONCEPT	C206345919
W2901165032	HAS_CONCEPT	C2779526319
W2901165032	CITES	W2104415072
W2901165032	CITES	W2280404143
W2901165032	CITES	W171259044
W2901165032	CITES	W853666016
W2901165032	CITES	W1645434927
W2901165032	CITES	W1854895771
W2901165032	CITES	W1901090210
W2901165032	CITES	W1944614931
W2901165032	CITES	W1966158682
W2901165032	CITES	W1969367601
W2901165032	CITES	W1971702120
W2901165032	CITES	W1973249088
W2901165032	CITES	W1974176334
W2901165032	CITES	W1975877130
W2901165032	CITES	W1978261970
W2901165032	CITES	W1978874230
W2901165032	CITES	W1982064241
W2901165032	CITES	W1986633021
W2901165032	CITES	W1992158568
W2901165032	CITES	W2002468992
W2901165032	CITES	W2005954811
W2901165032	CITES	W2007170353
W2901165032	CITES	W2013697155
W2901165032	CITES	W2015605845
W2901165032	CITES	W2023242450
W2901165032	CITES	W2033518318
W2901165032	CITES	W2043590195
W2901165032	CITES	W2043662804
W2901165032	CITES	W2044787274
W2901165032	CITES	W2044806879
W2901165032	CITES	W2047272734
W2901165032	CITES	W2048876919
W2901165032	CITES	W2050091655
W2901165032	CITES	W2053416528
W2901165032	CITES	W2053486520
W2901165032	CITES	W2055772913
W2901165032	CITES	W2065926238
W2901165032	CITES	W2067068240
W2901165032	CITES	W2067090053
W2901165032	CITES	W2069369786
W2901165032	CITES	W2071172254
W2901165032	CITES	W2083437555
W2901165032	CITES	W2084328514
W2901165032	CITES	W2084666740
W2901165032	CITES	W2089830179
W2901165032	CITES	W2090241620
W2901165032	CITES	W2090684346
W2901165032	CITES	W2095024656
W2901165032	CITES	W2095857282
W2901165032	CITES	W2096883458
W2901165032	CITES	W2100883638
W2901165032	CITES	W2102820915
W2901165032	CITES	W2103727400
W2901165032	CITES	W2106542431
W2901165032	CITES	W2108142764
W2901165032	CITES	W2119691974
W2901165032	CITES	W2124626907
W2901165032	CITES	W2126446604
W2901165032	CITES	W2132135347
W2901165032	CITES	W2134733789
W2901165032	CITES	W2141205028
W2901165032	CITES	W2143432233
W2901165032	CITES	W2144408525
W2901165032	CITES	W2147840577
W2901165032	CITES	W2158623850
W2901165032	CITES	W2159979844
W2901165032	CITES	W2159997747
W2901165032	CITES	W2161810494
W2901165032	CITES	W2165403730
W2901165032	CITES	W2166349202
W2901165032	CITES	W2168374896
W2901165032	CITES	W2170312276
W2901165032	CITES	W2170344041
W2901165032	CITES	W2170942439
W2901165032	CITES	W2175122437
W2901165032	CITES	W2192592579
W2901165032	CITES	W2276647636
W2901165032	CITES	W2283535034
W2901165032	CITES	W2315810223
W2901165032	CITES	W2317570550
W2901165032	CITES	W2319506450
W2901165032	CITES	W2356243583
W2901165032	CITES	W2442246762
W2901165032	CITES	W2466129126
W2901165032	CITES	W2523582881
W2901165032	CITES	W2581605534
W2901165032	CITES	W2586907522
W2901165032	CITES	W2621058175
W2901165032	CITES	W2738127807
W2901165032	CITES	W2745432684
W2901165032	CITES	W2757089737
W2901165032	CITES	W2770186315
W2901165032	CITES	W2789636963
W2901165032	CITES	W2790158735
W2901165032	CITES	W2799592883
W2901165032	CITES	W2801131205
W2901165032	CITES	W2807221187
W2901165032	CITES	W2808829764
W2901165032	CITES	W3016555942
W2901165032	CITES	W3023757607
W2901165032	CITES	W4234514371
W2901165032	CITES	W4239557229
W2901165032	CITES	W4241014756
W2901165032	CITES	W4254170669
W2901165032	CITES	W4294535953
A5086318071	AUTHORED	W2901165032
A5113192423	AUTHORED	W2901165032
A5091455644	AUTHORED	W2901165032
A5002418559	AUTHORED	W2901165032
A5055004806	AUTHORED	W2901165032
A5047537688	AUTHORED	W2901165032
A5018504427	AUTHORED	W2901165032
A5004602741	AUTHORED	W2901165032
A5013701686	AUTHORED	W2901165032
A5023633356	AUTHORED	W2901165032
A5043980432	AUTHORED	W2901165032
W3034384783	AFFILIATED_WITH	I57206974
W3034384783	HAS_CONCEPT	C41008148
W3034384783	HAS_CONCEPT	C2780297707
W3034384783	HAS_CONCEPT	C123403432
W3034384783	CITES	W2964304707
W3034384783	CITES	W2913340405
W3034384783	CITES	W2970971581
W3034384783	CITES	W4295312788
W3034384783	CITES	W6766978945
W3034384783	CITES	W2886904239
W3034384783	CITES	W2963285578
W3034384783	CITES	W6685562342
W3034384783	CITES	W2963238274
W3034384783	CITES	W2964059111
W3034384783	CITES	W6739651123
W3034384783	CITES	W582134693
W3034384783	CITES	W799206314
W3034384783	CITES	W1488902789
W3034384783	CITES	W1915668717
W3034384783	CITES	W1960706641
W3034384783	CITES	W1990937109
W3034384783	CITES	W1994790947
W3034384783	CITES	W1998294030
W3034384783	CITES	W2006902452
W3034384783	CITES	W2012885984
W3034384783	CITES	W2029835507
W3034384783	CITES	W2036868818
W3034384783	CITES	W2038952578
W3034384783	CITES	W2046571636
W3034384783	CITES	W2051928158
W3034384783	CITES	W2058961190
W3034384783	CITES	W2069897905
W3034384783	CITES	W2087681821
W3034384783	CITES	W2094570674
W3034384783	CITES	W2111372597
W3034384783	CITES	W2113325037
W3034384783	CITES	W2121684305
W3034384783	CITES	W2136000821
W3034384783	CITES	W2149476927
W3034384783	CITES	W2149918784
W3034384783	CITES	W2152826865
W3034384783	CITES	W2157285372
W3034384783	CITES	W2159556349
W3034384783	CITES	W2162458225
W3034384783	CITES	W2166694921
W3034384783	CITES	W2172532449
W3034384783	CITES	W2241943627
W3034384783	CITES	W2284800790
W3034384783	CITES	W2307770531
W3034384783	CITES	W2320444803
W3034384783	CITES	W2462523589
W3034384783	CITES	W2474575620
W3034384783	CITES	W2554268477
W3034384783	CITES	W2600383743
W3034384783	CITES	W2626967530
W3034384783	CITES	W2736671157
W3034384783	CITES	W2736728583
W3034384783	CITES	W2746753454
W3034384783	CITES	W2769735038
W3034384783	CITES	W2770121394
W3034384783	CITES	W2776374789
W3034384783	CITES	W2784710428
W3034384783	CITES	W2788865504
W3034384783	CITES	W2798730128
W3034384783	CITES	W2798898313
W3034384783	CITES	W2887748972
W3034384783	CITES	W2887922452
W3034384783	CITES	W2891834928
W3034384783	CITES	W2903334941
W3034384783	CITES	W2904979775
W3034384783	CITES	W2907715846
W3034384783	CITES	W2908048420
W3034384783	CITES	W2910171846
W3034384783	CITES	W2912990735
W3034384783	CITES	W2924023169
W3034384783	CITES	W2947216528
W3034384783	CITES	W2949662773
W3034384783	CITES	W2949978710
W3034384783	CITES	W2962677013
W3034384783	CITES	W2962819150
W3034384783	CITES	W2962925415
W3034384783	CITES	W2963167203
W3034384783	CITES	W2963209464
W3034384783	CITES	W2963448913
W3034384783	CITES	W2963474899
W3034384783	CITES	W2963519453
W3034384783	CITES	W2963789946
W3034384783	CITES	W2964014798
W3034384783	CITES	W2964212410
W3034384783	CITES	W2969731364
W3034384783	CITES	W2969779009
W3034384783	CITES	W2971926293
W3034384783	CITES	W2972006294
W3034384783	CITES	W2981725829
W3034384783	CITES	W2982204884
W3034384783	CITES	W2982772166
W3034384783	CITES	W2985243484
W3034384783	CITES	W2989028032
W3034384783	CITES	W2999153086
W3034384783	CITES	W3090204745
W3034384783	CITES	W3104792420
W3034384783	CITES	W3105479217
W3034384783	CITES	W4252521223
W3034384783	CITES	W4285784163
W3034384783	CITES	W4288346571
W3034384783	CITES	W4289047567
W3034384783	CITES	W6617145748
W3034384783	CITES	W6622857363
W3034384783	CITES	W6641044740
W3034384783	CITES	W6682195558
W3034384783	CITES	W6684333976
W3034384783	CITES	W6697925102
W3034384783	CITES	W6700340091
W3034384783	CITES	W6730042731
W3034384783	CITES	W6735443497
W3034384783	CITES	W6747911595
W3034384783	CITES	W6753610190
W3034384783	CITES	W6753673158
W3034384783	CITES	W6754499364
W3034384783	CITES	W6757733370
W3034384783	CITES	W6757818805
W3034384783	CITES	W6758366860
W3034384783	CITES	W6760298344
W3034384783	CITES	W6761311937
W3034384783	CITES	W6763388050
W3034384783	CITES	W6767378302
W3034384783	CITES	W6767386952
A5070776545	AUTHORED	W3034384783
A5008369672	AUTHORED	W3034384783
A5002146682	AUTHORED	W3034384783
A5100423404	AUTHORED	W3034384783
A5064275902	AUTHORED	W3034384783
A5024613828	AUTHORED	W3034384783
A5023338067	AUTHORED	W3034384783
A5100409052	AUTHORED	W3034384783
W3211237709	AFFILIATED_WITH	I57206974
W3211237709	HAS_CONCEPT	C2779891985
W3211237709	HAS_CONCEPT	C147077947
W3211237709	HAS_CONCEPT	C173655357
W3211237709	CITES	W3019006697
W3211237709	CITES	W2308510141
W3211237709	CITES	W1978501440
W3211237709	CITES	W2014389072
W3211237709	CITES	W2059577352
W3211237709	CITES	W2067708722
W3211237709	CITES	W2103570406
W3211237709	CITES	W2156973901
W3211237709	CITES	W2168189299
W3211237709	CITES	W2186263672
W3211237709	CITES	W2257529644
W3211237709	CITES	W2331393505
W3211237709	CITES	W2411813461
W3211237709	CITES	W2463102023
W3211237709	CITES	W2606970739
W3211237709	CITES	W2743899933
W3211237709	CITES	W2765292139
W3211237709	CITES	W2782672955
W3211237709	CITES	W2898647374
W3211237709	CITES	W2901610527
W3211237709	CITES	W2936812174
W3211237709	CITES	W2948620865
W3211237709	CITES	W2998977303
W3211237709	CITES	W3000428915
W3211237709	CITES	W3004653137
W3211237709	CITES	W3009482497
W3211237709	CITES	W3010120878
W3211237709	CITES	W3011614529
W3211237709	CITES	W3017705096
W3211237709	CITES	W3024288853
W3211237709	CITES	W3034061304
W3211237709	CITES	W3041795737
W3211237709	CITES	W3042275919
W3211237709	CITES	W3045389117
W3211237709	CITES	W3081553985
W3211237709	CITES	W3087219705
W3211237709	CITES	W3088711344
W3211237709	CITES	W3088924793
W3211237709	CITES	W3091885868
W3211237709	CITES	W3092596287
W3211237709	CITES	W3092645363
W3211237709	CITES	W3096402020
W3211237709	CITES	W3098365805
W3211237709	CITES	W3104980048
W3211237709	CITES	W3110233342
W3211237709	CITES	W3111680854
W3211237709	CITES	W3117962858
W3211237709	CITES	W3121151036
W3211237709	CITES	W3121835404
W3211237709	CITES	W3126745124
W3211237709	CITES	W3127465716
W3211237709	CITES	W3128441127
W3211237709	CITES	W3136868581
W3211237709	CITES	W3139329320
W3211237709	CITES	W3180617246
W3211237709	CITES	W3187216749
W3211237709	CITES	W4205437663
W3211237709	CITES	W4246438031
W3211237709	CITES	W4294862317
A5059333297	AUTHORED	W3211237709
A5085806050	AUTHORED	W3211237709
A5029740479	AUTHORED	W3211237709
A5087106064	AUTHORED	W3211237709
A5004599233	AUTHORED	W3211237709
A5049638464	AUTHORED	W3211237709
A5087512015	AUTHORED	W3211237709
A5046483780	AUTHORED	W3211237709
A5076035812	AUTHORED	W3211237709
W2910373477	AFFILIATED_WITH	I57206974
W2910373477	HAS_CONCEPT	C71924100
W2910373477	HAS_CONCEPT	C44249647
W2910373477	HAS_CONCEPT	C2775934546
W2910373477	CITES	W1534216133
W2910373477	CITES	W2047970728
W2910373477	CITES	W2105213027
W2910373477	CITES	W2105722841
W2910373477	CITES	W2124653673
W2910373477	CITES	W2134026526
W2910373477	CITES	W2092128146
W2910373477	CITES	W1860945348
W2910373477	CITES	W1964264259
W2910373477	CITES	W1989029379
W2910373477	CITES	W2004545775
W2910373477	CITES	W2014162604
W2910373477	CITES	W2017513862
W2910373477	CITES	W2024314995
W2910373477	CITES	W2041956645
W2910373477	CITES	W2042984248
W2910373477	CITES	W2046361536
W2910373477	CITES	W2046494038
W2910373477	CITES	W2076175584
W2910373477	CITES	W2084297683
W2910373477	CITES	W2084761689
W2910373477	CITES	W2088197232
W2910373477	CITES	W2094387623
W2910373477	CITES	W2104568658
W2910373477	CITES	W2128609253
W2910373477	CITES	W2133591380
W2910373477	CITES	W2138038593
W2910373477	CITES	W2139109471
W2910373477	CITES	W2149130813
W2910373477	CITES	W2150064779
W2910373477	CITES	W2159092054
W2910373477	CITES	W2287449697
W2910373477	CITES	W2334177276
W2910373477	CITES	W2415537980
W2910373477	CITES	W2515883474
W2910373477	CITES	W2564408362
W2910373477	CITES	W2622061173
W2910373477	CITES	W2623786136
W2910373477	CITES	W2773556048
A5051360855	AUTHORED	W2910373477
A5017319649	AUTHORED	W2910373477
A5013907931	AUTHORED	W2910373477
A5056372387	AUTHORED	W2910373477
A5091313701	AUTHORED	W2910373477
A5102954252	AUTHORED	W2910373477
A5087358853	AUTHORED	W2910373477
A5028905467	AUTHORED	W2910373477
A5086990455	AUTHORED	W2910373477
A5050275715	AUTHORED	W2910373477
A5016580708	AUTHORED	W2910373477
A5089422969	AUTHORED	W2910373477
A5003795059	AUTHORED	W2910373477
A5058222130	AUTHORED	W2910373477
A5079928581	AUTHORED	W2910373477
A5087244073	AUTHORED	W3124938033
A5087244073	AUTHORED	W2910373477
A5060849697	AUTHORED	W2910373477
A5010926549	AUTHORED	W2910373477
W2999827146	AFFILIATED_WITH	I57206974
W2999827146	HAS_CONCEPT	C91765299
W2999827146	HAS_CONCEPT	C193254401
W2999827146	HAS_CONCEPT	C2993270971
W2999827146	CITES	W2892056518
W2999827146	CITES	W117624858
W2999827146	CITES	W1968292003
W2999827146	CITES	W1979482377
W2999827146	CITES	W1986517752
W2999827146	CITES	W2003777645
W2999827146	CITES	W2009104791
W2999827146	CITES	W2014103299
W2999827146	CITES	W2026174733
W2999827146	CITES	W2026662237
W2999827146	CITES	W2027606673
W2999827146	CITES	W2045306539
W2999827146	CITES	W2046728054
W2999827146	CITES	W2047207078
W2999827146	CITES	W2047854854
W2999827146	CITES	W2062398099
W2999827146	CITES	W2068656912
W2999827146	CITES	W2075679236
W2999827146	CITES	W2088403234
W2999827146	CITES	W2091290449
W2999827146	CITES	W2091692280
W2999827146	CITES	W2095567047
W2999827146	CITES	W2146044547
W2999827146	CITES	W2155184100
W2999827146	CITES	W2180896613
W2999827146	CITES	W2431286590
W2999827146	CITES	W2513718456
W2999827146	CITES	W2524435985
W2999827146	CITES	W2558291061
W2999827146	CITES	W2590449139
W2999827146	CITES	W2621843819
W2999827146	CITES	W4236384091
W2999827146	CITES	W6604800857
W2999827146	CITES	W2891419543
W2999827146	CITES	W2107075346
W2999827146	CITES	W2168713383
W2999827146	CITES	W3123194523
W2999827146	CITES	W122108692
W2999827146	CITES	W410309513
W2999827146	CITES	W578708236
W2999827146	CITES	W1567526117
W2999827146	CITES	W1963959719
W2999827146	CITES	W1978364291
W2999827146	CITES	W1989400034
W2999827146	CITES	W1994703496
W2999827146	CITES	W1997468604
W2999827146	CITES	W2019483101
W2999827146	CITES	W2027125381
W2999827146	CITES	W2037071972
W2999827146	CITES	W2072087288
W2999827146	CITES	W2097185612
W2999827146	CITES	W2230164512
W2999827146	CITES	W2487470967
W2999827146	CITES	W2810393203
W2999827146	CITES	W4232414536
W2999827146	CITES	W4297991457
W2999827146	CITES	W4382892785
W2999827146	CITES	W6614197053
W2999827146	CITES	W6633939450
